province_id,province,gdp,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
60,Nakhon Nayok,Agriculture,1628.733259,1816.816661,1919.320788,2056.197844,2430.787419,2544.350858,3071.790739,2939.133337,3419.761112,2808.468816,2974.290986,3147.549781,3115.934993,3090.477778,3069.510441,3393.087037,3575.982163,3861.102962,3778.190392,3327.632979,3083.343267,2879.678109,3202.085664,3503.114875,3663.531097,3678.165013,3426.698643
52,Prachin Buri,Agriculture,2512.935938,2744.538349,2844.050305,3274.330681,3220.546297,3565.343856,3708.488494,4113.03137,4374.485752,3958.754073,4395.954624,4519.604398,4555.705215,4324.759778,4391.535418,4061.576032,4265.188894,4306.041167,4306.506186,4607.339799,4508.961107,4723.757137,4441.032913,4654.048247,4976.187075,4864.012041,5039.687673
75,Sa Kaew,Agriculture,2980.880085,3313.970369,3372.338216,3935.218102,3769.089566,4171.669263,4278.079809,3981.900107,4748.824221,4647.755513,4515.550138,4972.042214,4742.531943,4766.051553,4891.871713,4360.269015,5093.476589,4965.133777,5260.378888,5376.730049,5471.636527,5526.984182,6149.882572,7334.489412,7310.957696,6298.441133,6957.57764
30,Ratchaburi,Agriculture,7057.834672,7148.7595,7679.785534,8017.908593,9184.352176,9860.561356,9674.639407,10317.9569,10995.30126,10991.37796,10926.34863,12430.81518,12568.553,12456.41507,11927.79312,11236.75528,12196.34828,12702.59935,12281.95802,12669.31693,12059.69571,12754.14756,12804.78922,14694.08926,15224.65811,14695.86973,14316.87425
73,Kanchanaburi,Agriculture,6408.430433,6691.859696,5929.856564,5369.552555,5975.159426,6378.049241,6222.290371,6671.466823,7542.374579,7424.261062,6856.427903,8121.411666,9321.568652,9463.583366,9396.118024,8677.35874,10553.8222,10346.94595,10811.92724,11203.84349,10728.25063,9987.590659,10544.10574,12498.95246,13321.55687,11291.57615,11825.54594
42,Phachuap Khiri Khan,Agriculture,7904.687288,7447.945111,7222.317996,6359.691716,7160.661104,7729.330416,6934.914403,6779.259619,6674.070322,7371.010548,7850.985044,10721.79174,11455.52884,11792.71484,10905.06564,10830.81322,12126.38065,11517.14614,11067.08981,11256.7779,11105.52245,10889.9005,13224.82917,15365.156,17588.154,15263.02537,16171.55279
8,Phetchaburi,Agriculture,2281.38663,2294.910105,2487.452793,2654.154396,2684.900855,2977.038245,3251.93878,3109.981527,3399.932818,3911.56241,3812.297584,4221.4308,4376.517213,4310.784301,4238.179637,4065.758529,3970.494508,4541.938623,4459.601613,4327.204444,3674.922547,3686.776366,3821.358951,4397.342085,5556.381228,4709.649509,4679.373465
48,Suphan Buri,Agriculture,8042.433502,8745.994016,9112.38768,9324.317904,10015.19625,9912.939898,9768.728863,10316.15926,11782.97773,12318.00027,11197.47339,11584.83062,12189.98282,12837.20844,12122.75633,10095.5714,12103.43622,12686.49678,12164.94622,12587.75679,11978.64061,10797.4377,11853.7469,13119.45876,12622.61788,10743.80213,11640.75122
50,Samut Songkhram,Agriculture,1579.335781,1516.636594,1440.813446,1199.912883,944.747858,1348.017424,1448.025452,997.323681,967.692007,1073.85817,1379.093681,1540.583533,1449.005373,1353.668808,1351.015678,1106.931099,1234.224876,1153.238723,1090.062317,1199.366,1086.04399,1028.291319,1997.647382,2264.570623,2276.919884,2367.121587,2451.120855
17,Saraburi,Agriculture,2645.937372,2817.136122,2854.13534,2864.464772,2840.182429,3198.106792,3678.976859,3853.575425,4610.642649,4549.599008,4569.077098,4750.537764,4886.719652,5061.438025,5308.857761,5286.800165,5676.606583,5937.62362,5885.883166,6131.52436,5713.566032,5799.736179,6159.21546,6522.788201,6201.772112,5204.380703,5196.801452
49,Singburi,Agriculture,1580.339298,1993.036283,2076.657687,2180.427372,1661.406339,2171.14671,2009.85297,1951.473565,2446.733846,2373.795745,2366.599121,2304.92073,2446.048878,2403.150669,2247.776452,1729.120833,1780.530179,1979.844615,1965.558794,1708.979537,1145.996645,1109.449195,1580.024544,1869.595042,1733.513639,1141.198655,1283.682004
